resp,S1,S2,S3
0,3,2,1
0,4,2,1
1,5,2,1
1,1,2,6
1,7,2,1
1,1,3,4
1,1,3,5
1,6,3,1
1,7,3,1
1,1,4,5
1,6,4,1
1,7,4,1
1,1,5,6
1,1,5,7
1,7,6,1
1,4,3,2
1,5,3,2
1,6,3,2
1,2,3,7
1,5,4,2
1,6,4,2
1,7,4,2
1,2,5,6
1,2,5,7
1,2,6,7
1,3,4,5
1,3,4,6
1,7,4,3
1,6,5,3
1,7,5,3
1,3,6,7
1,4,5,6
1,7,5,4
1,7,6,4
1,7,6,5
