resp,S1,S2,S3
0,3,2,1
1,1,2,4
0,1,2,5
1,6,2,1
1,1,2,7
0,4,3,1
0,5,3,1
0,1,3,6
1,1,3,7
1,1,4,5
1,6,4,1
0,7,4,1
1,6,5,1
0,7,5,1
0,1,6,7
0,2,3,4
1,2,3,5
0,2,3,6
0,7,3,2
1,2,4,5
1,2,4,6
0,2,4,7
0,2,5,6
0,2,5,7
0,2,6,7
0,5,4,3
1,6,4,3
0,7,4,3
1,6,5,3
0,3,5,7
1,3,6,7
0,4,5,6
1,4,5,7
0,4,6,7
0,5,6,7
