resp,S1,S2,S3
0,1,2,3
0,1,2,4
0,1,2,5
0,6,2,1
0,1,2,7
0,1,3,4
0,5,3,1
0,6,3,1
0,7,3,1
0,5,4,1
0,6,4,1
1,7,4,1
1,6,5,1
1,1,5,7
0,1,6,7
0,2,3,4
0,5,3,2
0,6,3,2
0,7,3,2
0,5,4,2
0,6,4,2
1,2,4,7
1,6,5,2
0,7,5,2
0,7,6,2
1,5,4,3
0,3,4,6
1,3,4,7
0,6,5,3
0,7,5,3
0,3,6,7
1,6,5,4
1,7,5,4
0,7,6,4
1,5,6,7
