resp,S1,S2,S3
0,1,2,3
0,4,2,1
1,1,2,5
0,6,2,1
0,7,2,1
1,1,3,4
1,1,3,5
1,1,3,6
0,1,3,7
1,5,4,1
0,6,4,1
1,7,4,1
0,1,5,6
1,1,5,7
0,1,6,7
1,2,3,4
0,5,3,2
0,2,3,6
0,2,3,7
1,5,4,2
1,6,4,2
1,7,4,2
1,6,5,2
0,2,5,7
1,7,6,2
0,3,4,5
0,6,4,3
0,3,4,7
1,3,5,6
0,7,5,3
1,3,6,7
0,4,5,6
1,4,5,7
0,4,6,7
1,5,6,7
