resp,S1,S2,S3
1,3,2,1
0,4,2,1
1,5,2,1
0,1,2,6
1,7,2,1
0,4,3,1
1,5,3,1
0,1,3,6
0,1,3,7
0,5,4,1
0,1,4,6
1,7,4,1
0,6,5,1
1,7,5,1
1,1,6,7
0,4,3,2
0,5,3,2
0,2,3,6
1,7,3,2
0,5,4,2
1,2,4,6
0,2,4,7
1,6,5,2
0,7,5,2
1,2,6,7
0,3,4,5
0,3,4,6
1,3,4,7
0,3,5,6
1,3,5,7
0,7,6,3
0,6,5,4
1,7,5,4
0,7,6,4
1,7,6,5
