resp,S1,S2,S3
1,1,2,3
0,4,2,1
1,5,2,1
1,1,2,6
0,7,2,1
1,1,3,4
0,1,3,5
1,6,3,1
0,7,3,1
1,5,4,1
0,1,4,6
1,7,4,1
0,6,5,1
1,7,5,1
0,7,6,1
1,2,3,4
1,2,3,5
0,6,3,2
1,7,3,2
0,2,4,5
1,2,4,6
0,7,4,2
1,6,5,2
0,7,5,2
0,2,6,7
1,5,4,3
0,6,4,3
1,3,4,7
0,6,5,3
1,7,5,3
0,3,6,7
0,4,5,6
1,7,5,4
1,4,6,7
0,7,6,5
