resp,S1,S2,S3
0,1,2,3
1,4,2,1
1,1,2,5
1,1,2,6
0,1,2,7
0,4,3,1
1,1,3,5
0,1,3,6
1,7,3,1
0,5,4,1
0,1,4,6
0,1,4,7
1,6,5,1
0,1,5,7
1,7,6,1
1,4,3,2
0,2,3,5
1,6,3,2
1,7,3,2
0,2,4,5
1,6,4,2
0,7,4,2
1,2,5,6
0,2,5,7
1,2,6,7
0,5,4,3
1,3,4,6
0,3,4,7
1,6,5,3
0,3,5,7
0,3,6,7
0,6,5,4
0,4,5,7
1,4,6,7
0,7,6,5
