resp,S1,S2,S3
1,3,2,1
0,4,2,1
0,5,2,1
1,6,2,1
0,1,2,7
1,4,3,1
1,5,3,1
0,1,3,6
1,7,3,1
1,1,4,5
0,6,4,1
0,1,4,7
1,6,5,1
0,1,5,7
1,1,6,7
1,4,3,2
0,5,3,2
0,6,3,2
1,7,3,2
1,2,4,5
0,6,4,2
1,2,4,7
0,2,5,6
1,7,5,2
0,2,6,7
0,3,4,5
1,3,4,6
0,7,4,3
1,3,5,6
0,3,5,7
0,3,6,7
1,4,5,6
1,4,5,7
0,4,6,7
0,5,6,7
